7	1	1	FR0000284689	UNSET											
8	1	2	FR0000284689	UNSET											
9	2	1	LU0099574567	UNSET											
10	2	2	LU0099574567	26195											
11	3	1	FR0010135103	UNSET											
12	3	2	FR0010135103	9362											
